編號,案類,發生(現)日期,發生時段,發生(現)地點
1580,住宅竊盜,1060202,08~10,台北市中正區永功里汀州路1段271~300號
1581,住宅竊盜,1060202,12~14,台北市士林區名山里至誠路2段92巷3弄1~30號
1582,住宅竊盜,1060202,14~16,台北市中山區中山北路2段62巷28之1~30號
1583,住宅竊盜,1060202,22~24,台北市中山區龍江路370巷31~60號
1584,住宅竊盜,1060203,00~02,台北市大安區通化里光復南路691~720號
1585,住宅竊盜,1060203,14~16,台北市松山區光復北路26巷1~30號
1586,住宅竊盜,1060205,12~14,台北市大安區敦化南路1段177巷31~60號
1587,住宅竊盜,1060206,14~16,台北縣汐止市保長路
1588,住宅竊盜,1060207,04~06,台北市南港區東明里興華路61~90號
1589,住宅竊盜,1060207,16~18,台北市文山區興得里11鄰興隆路3段36巷9弄1~30號
1590,住宅竊盜,1060207,20~22,台北市內湖區港華街109巷1~30號
1591,住宅竊盜,1060208,06~08,台北市文山區萬美里010鄰萬美街1段91~120號
1592,住宅竊盜,1060208,06~08,台北市中山區安東街16巷31~60號
1593,住宅竊盜,1060208,08~10,台北市中山區民權東路3段75巷2弄1~30號
1594,住宅竊盜,1060208,08~10,台北市大安區和安里建國南路1段301~330號
1595,住宅竊盜,1060208,18~20,台北市北投區東華里致遠三路61~90號
1596,住宅竊盜,1060209,06~08,台北市中正區忠勤里中華路2段315巷4弄1~30號
1597,住宅竊盜,1060210,08~10,台北市萬華區萬大路187巷1弄1~30號
1598,住宅竊盜,1060210,08~10,台北市中山區建國北路3段91~120號
1599,住宅竊盜,1060211,10~12,台北市中正區南福里重慶南路3段1~30號
1600,住宅竊盜,1060212,20~22,台北市中山區明水路631~660號
1601,住宅竊盜,1060212,20~22,台北市中山區明水路631~660號
1602,住宅竊盜,1060213,14~16,台北市北投區榮華里榮華一路1~30號
1603,住宅竊盜,1060214,20~22,台北市大同區星明里五原路1~30號
1604,住宅竊盜,1060215,00~02,台北市文山區木柵里007鄰木柵路3段85巷8弄1~30號
1605,住宅竊盜,1060215,12~14,台北市中山區長安東路2段61~90號
1606,住宅竊盜,1060216,06~08,台北市大同區星明里民生西路178巷1~30號
1607,住宅竊盜,1060216,16~18,台北市北投區中和里4鄰中和街455巷3弄1~30號
1608,住宅竊盜,1060217,00~02,新竹縣新埔鎮大坪23號
1609,住宅竊盜,1060219,00~02,台北市內湖區內湖路1段411巷91~120號
1610,住宅竊盜,1060220,02~04,台北市中山區林森北路85巷1~30號
1611,住宅竊盜,1060221,06~08,台北市文山區木柵路5段61~90號
1612,住宅竊盜,1060221,20~22,台北市內湖區港華街109巷1~30號
1613,住宅竊盜,1060221,20~22,台北市內湖區港華街109巷1~30號
1614,住宅竊盜,1060222,12~14,台北市北投區文林里文林北路272巷1~30號
1615,住宅竊盜,1060222,14~16,台北市北投區行義路58巷22弄1~30號
1616,住宅竊盜,1060222,18~20,台北市大安區龍坡里雲和街91~120號
1617,住宅竊盜,1060222,22~24,台北市文山區興旺里12鄰福興路78巷10弄1~30號
1618,住宅竊盜,1060223,20~22,台北市士林區永倫里永平街80巷1~30號
1619,住宅竊盜,1060224,18~20,台北市內湖區康樂街61巷15弄1~30號
1620,住宅竊盜,1060224,22~24,台北市中山區四平街1~30號
1621,住宅竊盜,1060224,22~24,台北市中山區雙城街13巷1~30號
1622,住宅竊盜,1060225,10~12,台北市內湖區安康路226巷1~30號
1623,住宅竊盜,1060225,18~20,台北市萬華區富福里大理街1~30號
1624,住宅竊盜,1060226,12~14,台北市內湖區安康路106巷31~60號
1625,住宅竊盜,1060227,20~22,台北市萬華區西昌街181~210號
1626,住宅竊盜,1060228,22~24,台北市內湖區內湖路2段253巷2弄1~30號
1627,住宅竊盜,1060301,00~02,台北縣新店市安康路3段561巷2弄1~30號
1628,住宅竊盜,1060301,00~02,台北市中山區農安街
1629,住宅竊盜,1060301,10~12,台北市萬華區成都路76巷1~30號
1630,住宅竊盜,1060301,12~14,台北市大安區龍圖里建國南路2段25巷1~30號
1631,住宅竊盜,1060301,12~14,台北市中正區愛國里中華路2段31~60號
1632,住宅竊盜,1060302,02~04,台北市大同區雙連里歸綏街91~120號
1633,住宅竊盜,1060303,18~20,台北市士林區仁勇里10鄰大東路84巷1~30號
1634,住宅竊盜,1060303,18~20,台北市大同區至聖里承德路3段247巷1~30號
1635,住宅竊盜,1060304,22~24,台北市松山區健康路225巷1~30號
1636,住宅竊盜,1060306,18~20,台北市文山區樟樹里007鄰興隆路4段74巷1~30號
1637,住宅竊盜,1060308,14~16,台北縣三重市溪尾街165巷1~30號
1638,住宅竊盜,1060309,20~22,台北市松山區延壽街31~60號
1639,住宅竊盜,1060312,02~04,台北市松山區北寧路7巷1~30號
1640,住宅竊盜,1060312,14~16,台北市大同區建功里華亭街31~60號
1641,住宅竊盜,1060313,10~12,台北市內湖區內湖路2段253巷2弄1~30號
1642,住宅竊盜,1060313,20~22,台北市萬華區長沙街2段1~30號
1643,住宅竊盜,1060314,10~12,台北市士林區永倫里永平街75巷31~60號
1644,住宅竊盜,1060315,08~10,台北市萬華區峨眉街91~120號
1645,住宅竊盜,1060315,12~14,台北市松山區南京東路5段123巷6弄1~30號
1646,住宅竊盜,1060315,20~22,台北市中山區農安街1~30號
1647,住宅竊盜,1060316,10~12,台北市大安區群英里四維路170巷31~60號
1648,住宅竊盜,1060316,20~22,台北市士林區承德里後港街31~60號
1649,住宅竊盜,1060317,12~14,台北市大安區住安里大安路2段3巷31~60號
1650,住宅竊盜,1060318,10~12,台北市北投區奇岩里公?路340巷1~30號
1651,住宅竊盜,1060319,06~08,台北市士林區名山里1鄰至誠路1段301~330號
1652,住宅竊盜,1060320,06~08,台北市中山區林森北路91~120號
1653,住宅竊盜,1060320,10~12,台北市信義區長春里虎林街108巷31~60號
1654,住宅竊盜,1060320,20~22,台北市信義區興隆里逸仙路50巷1~30號
1655,住宅竊盜,1060321,02~04,台北市中正區龍光里2鄰重慶南路2段61~90號
1656,住宅竊盜,1060321,10~12,台北市松山區三民路74巷1~30號
1657,住宅竊盜,1060321,20~22,台北市士林區天山里5鄰中山北路7段82巷10弄31~60號
1658,住宅竊盜,1060321,22~24,台北市士林區福華里承德路4段40巷1~30號
1659,住宅竊盜,1060322,10~12,台北市松山區健康路325巷25弄1~30號
1660,住宅竊盜,1060322,10~12,台北市松山區健康路325巷25弄1~30號
1661,住宅竊盜,1060322,14~16,台北縣新莊市中港路451~480號
1662,住宅竊盜,1060323,06~08,台北市北投區立農里吉利街257巷5弄1~30號
1663,住宅竊盜,1060324,12~14,台北市北投區開明里翠宜路1~30號
1664,住宅竊盜,1060324,18~20,台北市信義區興雅里永吉路30巷157弄1~30號
1665,住宅竊盜,1060325,08~10,台北市內湖區內湖路3段59巷7弄1~30號
1666,住宅竊盜,1060326,06~08,台北市內湖區內湖路2段179巷63弄1~30號
1667,住宅竊盜,1060326,10~12,台北市士林區社新里4鄰延平北路6段121~150號
1668,住宅竊盜,1060326,22~24,台北市中山區合江街130巷1~30號
1669,住宅竊盜,1060327,12~14,台北市內湖區陽光街91~120號
1670,住宅竊盜,1060327,18~20,台北市中山區林森北路107巷1~30號
1671,住宅竊盜,1060328,08~10,台北市大同區鄰江里迪化街2段296巷1~30號
1672,住宅竊盜,1060328,12~14,台北市中正區永昌里中華路2段381巷1~30號
1673,住宅竊盜,1060329,12~14,台北市內湖區內湖路一段285巷69弄31~60號
1674,住宅竊盜,1060330,10~12,台北縣淡水鎮民權路177巷31~60號
1675,住宅竊盜,1060330,18~20,台北市大安區光信里17鄰延吉街241~270號
1676,住宅竊盜,1060330,18~20,台北市萬華區長泰街61~90號
1677,住宅竊盜,1060330,20~22,台北市大安區民輝里新生南路1段103巷31~60號
1678,住宅竊盜,1060331,18~20,台北市中山區建國北路2段91~120號
1679,住宅竊盜,1060401,00~02,台北市大同區迪化街2段181~210號
1680,住宅竊盜,1060401,04~06,台北市文山區樟樹里014鄰興隆路4段96巷4弄1~30號
1681,住宅竊盜,1060404,04~06,台北市北投區稻香里新興路121~150號
1682,住宅竊盜,1060405,04~06,台北市中正區南福里重慶南路3段1~30號
1683,住宅竊盜,1060405,10~12,台北市松山區新東街51巷1~30號
1684,住宅竊盜,1060405,20~22,台北市文山區博嘉里014鄰和平東路4段101巷6弄1~30號
1685,住宅竊盜,1060406,08~10,台北市大安區華聲里光復南路180巷31~60號
1686,住宅竊盜,1060406,12~14,台北市松山區自強里7鄰三民路74巷1~30號
1687,住宅竊盜,1060406,14~16,台北市內湖區安泰街38巷1~30號
1688,住宅竊盜,1060409,06~08,台北市北投區清江里清江路1~30號
1689,住宅竊盜,1060409,18~20,台北市內湖區大湖街160巷2弄1~30號
1690,住宅竊盜,1060410,06~08,台北市北投區稻香里新興路121~150號
1691,住宅竊盜,1060411,00~02,台北市中山區農安街241~270號
1692,住宅竊盜,1060412,06~08,台北市士林區陽明里中庸一路1~30號
1693,住宅竊盜,1060413,18~20,台北市文山區指南里018鄰萬壽路91~120號
1694,住宅竊盜,1060413,18~20,台北市文山區萬隆里羅斯福路5段236巷14弄1~30號
1695,住宅竊盜,1060414,22~24,台北市士林區蘭雅里中山北路6段290巷28弄1~30號
1696,住宅竊盜,1060415,12~14,台北市大同區南芳里民權西路292巷1~30號
1697,住宅竊盜,1060415,14~16,台北縣土城市南天母路111巷1~30號
1698,住宅竊盜,1060416,22~24,台北市北投區林泉里新民路1巷1~30號
1699,住宅竊盜,1060417,02~04,台北市中山區中山北路2段61~90號
1700,住宅竊盜,1060417,14~16,台北市內湖區五分里30鄰東湖路106巷7弄31~60號
1701,住宅竊盜,1060417,14~16,台北市內湖區大湖里大湖山莊街61巷1~30號
1702,住宅竊盜,1060418,00~02,台北市萬華區雙園街152巷1~30號
1703,住宅竊盜,1060418,00~02,台北市中山區林森北路85巷31~60號
1704,住宅竊盜,1060418,08~10,台北市中山區新生北路2段137巷31~60號
1705,住宅竊盜,1060418,18~20,台北市中正區黎明里漢口街1~30號
1706,住宅竊盜,1060419,18~20,台北市大安區義村里復興南路1段181~210號
1707,住宅竊盜,1060420,00~02,台北市信義區安康里忠孝東路5段236巷45弄1~30號
1708,住宅竊盜,1060420,08~10,台北市大同區建功里重慶北路1段1~30號
1709,住宅竊盜,1060420,08~10,台北市大同區建功里重慶北路1段1~30號
1710,住宅竊盜,1060420,10~12,台北市內湖區星雲街33巷27弄1~30號
1711,住宅竊盜,1060420,18~20,台北市大同區蓬萊里昌吉街1~30號
1712,住宅竊盜,1060421,16~18,台北市士林區天祿里10鄰中山北路6段450巷31~60號
1713,住宅竊盜,1060421,18~20,台北市內湖區江南街71巷31~60號
1714,住宅竊盜,1060422,08~10,台北市南港區成福里成福路121巷56弄1~30號
1715,住宅竊盜,1060422,14~16,台北市士林區富光里葫蘆街104巷1~30號
1716,住宅竊盜,1060422,18~20,台北市士林區天壽里9鄰中山北路6段405巷31~60號
1717,住宅竊盜,1060422,22~24,台北市中山區建國北路2段61~90號
1718,住宅竊盜,1060423,00~02,台北市萬華區德昌街10巷1~30號
1719,住宅竊盜,1060423,18~20,台北市大安區延吉街235巷1~30號
1720,住宅竊盜,1060425,00~02,台北市南港區東新街91~120號
1721,住宅竊盜,1060425,02~04,台北市中山區合江街31~60號
1722,住宅竊盜,1060425,04~06,台北市內湖區內湖路1段203巷1~30號
1723,住宅竊盜,1060425,20~22,台北市中正區黎明里漢口街1段1~30號
1724,住宅竊盜,1060425,20~22,台北市中正區黎明里漢口街1段1~30號
1725,住宅竊盜,1060426,06~08,台北市北投區立賢里尊賢街239巷1~30號
1726,住宅竊盜,1060426,10~12,台北市士林區舊佳里前街125巷1~30號
1727,住宅竊盜,1060427,02~04,台北市萬華區長沙街2段181~210號
1728,住宅竊盜,1060427,02~04,台北市萬華區長沙街2段181~210號
1729,住宅竊盜,1060427,10~12,桃園縣龍潭鄉中興路331~360號
1730,住宅竊盜,1060427,10~12,台北市士林區富洲里延平北路8段181~210號
1731,住宅竊盜,1060427,14~16,台北市文山區萬祥里景明街14巷1~30號
1732,住宅竊盜,1060427,20~22,台北市士林區天玉里11鄰天母北路28巷1~30號
1733,住宅竊盜,1060429,00~02,台北市南港區成福里東新街91~120號
1734,住宅竊盜,1060429,04~06,台北市大安區臥龍里臥龍街60巷1~30號
1735,住宅竊盜,1060501,00~02,台北市中山區林森北路159巷31~60號
1736,住宅竊盜,1060501,04~06,台北市內湖區內湖路1段91巷92弄31~60號
1737,住宅竊盜,1060501,10~12,台北市松山區復興南路1段31~60號
1738,住宅竊盜,1060501,22~24,台北市內湖區民權東路6段190巷61弄1~30號
1739,住宅竊盜,1060502,06~08,台北市內湖區碧山里內湖路3段60巷12弄1~30號
1740,住宅竊盜,1060502,10~12,台北市大同區玉泉里忠孝西路2段1~30號
1741,住宅竊盜,1060502,14~16,台北市中山區林森北路511~540號
1742,住宅竊盜,1060503,04~06,台北市南港區成福里東新街91~120號
1743,住宅竊盜,1060503,12~14,台北市中山區合江街61巷1~30號
1744,住宅竊盜,1060503,22~24,台北市萬華區峨眉街61~90號
1745,住宅竊盜,1060503,22~24,台北市文山區興隆路1段151~180號
1746,住宅竊盜,1060504,18~20,台北市中正區黎明里漢口街1段1~30號
1747,住宅竊盜,1060504,20~22,台北市中正區黎明里漢口街1段1~30號
1748,住宅竊盜,1060504,20~22,台北市中正區黎明里漢口街1段20巷6弄
1749,住宅竊盜,1060505,02~04,台北市北投區洲美里洲美街139巷1~30號
1750,住宅竊盜,1060506,14~16,台北市南港區東新里向陽路121~150號
1751,住宅竊盜,1060507,18~20,台北市中山區農安街1~30號
1752,住宅竊盜,1060508,00~02,台北市萬華區環河南路1段61~90號
1753,住宅竊盜,1060508,10~12,台北市中正區頂東里晉江街124巷1~30號
1754,住宅竊盜,1060509,10~12,台北市大安區虎嘯里敦化南路2段151~180號
1755,住宅竊盜,1060509,12~14,台北市內湖區成功路2段451~480號
1756,住宅竊盜,1060510,08~10,台北市信義區景新里吳興街91~120號
1757,住宅竊盜,1060510,20~22,台北市信義區景新里吳興街91~120號
1758,住宅竊盜,1060511,10~12,台北市大同區長安西路301~330號
1759,住宅竊盜,1060511,12~14,台北市內湖區民權東路6段180巷77弄1~30號
1760,住宅竊盜,1060511,14~16,台北市文山區博嘉里015鄰和平東路4段65巷1~30號
1761,住宅竊盜,1060512,00~02,台北市南港區西新里南港路3段80巷1~30號
1762,住宅竊盜,1060512,00~02,台北市大同區老師里延平北路4段179巷1~30號
1763,住宅竊盜,1060512,02~04,台北市松山區民生東路4段121~150號
1764,住宅竊盜,1060513,14~16,台北市北投區福興里致遠一路2段61~90號
1765,住宅竊盜,1060514,16~18,台北市士林區天玉里19鄰天玉街38巷1~30號
1766,住宅竊盜,1060515,06~08,台北市士林區延平北路8段80巷51弄1~30號
1767,住宅竊盜,1060515,18~20,台北市信義區三犁里松仁路211~240號
1768,住宅竊盜,1060515,18~20,台北市中山區錦州街151~180號
1769,住宅竊盜,1060516,14~16,台北市大安區芳和里樂業街91~120號
1770,住宅竊盜,1060516,16~18,台北市大同區建功里重慶北路1段83巷31~60號
1771,住宅竊盜,1060517,06~08,台北市南港區重陽里重陽路211~240號
1772,住宅竊盜,1060517,10~12,台北市中正區螢雪里9鄰汀洲路2段6巷1~30號
1773,住宅竊盜,1060517,14~16,台北市內湖區五分里32鄰康寧路3段265巷12之1~30號
1774,住宅竊盜,1060518,10~12,台北市萬華區長沙街2段121~150號
1775,住宅竊盜,1060518,18~20,台北市萬華區東園街151~180號
1776,住宅竊盜,1060519,02~04,台北市信義區富台里7鄰忠孝東路5段423巷6弄1~30號
1777,住宅竊盜,1060519,08~10,台北市士林區名山里中山北路6段2巷31~60號
1778,住宅竊盜,1060519,18~20,台北市中山區新生北路3段11巷1~30號
1779,住宅竊盜,1060520,16~18,台北市中山區伊通街66之1~30號
1780,住宅竊盜,1060522,12~14,台北縣新店市民權路90巷1~30號
1781,住宅竊盜,1060523,12~14,台北市北投區泉源里1鄰珠海路121~150號
1782,住宅竊盜,1060523,12~14,台北市中正區螢圃里重慶南路3段65巷4弄1~30號
1783,住宅竊盜,1060523,14~16,台北市中山區錦州街181~210號
1784,住宅竊盜,1060523,16~18,台北市中正區螢圃里重慶南路3段65巷4弄1~30號
1785,住宅竊盜,1060523,18~20,台北市中正區螢圃里重慶南路3段65巷4弄1~30號
1786,住宅竊盜,1060523,18~20,台北市中正區螢圃里重慶南路3段65巷4弄1~30號
1787,住宅竊盜,1060523,20~22,台北市中山區德惠街3巷1~30號
1788,住宅竊盜,1060524,08~10,台北市中山區民生東路3段9巷1~30號
1789,住宅竊盜,1060525,08~10,台北市文山區試院里006鄰和興路53巷2弄1~30號
1790,住宅竊盜,1060526,04~06,台北市大安區黎元里安居街124巷1~30號
1791,住宅竊盜,1060528,00~02,台北市中正區河堤里金門街1~30號
1792,住宅竊盜,1060528,20~22,台北市信義區吳興街350巷1~30號
1793,住宅竊盜,1060529,20~22,台北市中山區松江路362巷1~30號
1794,住宅竊盜,1060530,10~12,台北市中山區建國北路2段258巷1~30號
1795,住宅竊盜,1060530,18~20,台北市北投區奇岩里公館路130巷1弄1~30號
1796,住宅竊盜,1060531,06~08,台北市萬華區西園路320巷36弄1~30號
1797,住宅竊盜,1060531,16~18,台北市大安區敦安里敦化南路1段295巷31~60號
1798,住宅竊盜,1060601,06~08,台北市南港區玉成街201巷1~30號
1799,住宅竊盜,1060601,14~16,台北市中正區幸福里杭州南路1段6巷1~30號
1800,住宅竊盜,1060601,22~24,台北市松山區撫遠街400巷61~90號
1801,住宅竊盜,1060602,08~10,台北市大同區至聖里大龍街271~300號
1802,住宅竊盜,1060602,14~16,台北市北投區桃源里中央北路3段236巷1~30號
1803,住宅竊盜,1060602,18~20,台北市大安區誠安里復興南路1段61~90號
1804,住宅竊盜,1060603,08~10,台北市中正區南門里延平南路181~210號
1805,住宅竊盜,1060604,16~18,台北市大安區龍淵里辛亥路2段181~210號
1806,住宅竊盜,1060606,08~10,台北市士林區蘭雅里5鄰士東路120巷22弄1~30號
1807,住宅竊盜,1060606,08~10,台北市士林區天祿里士東路89巷16弄1~30號
1808,住宅竊盜,1060606,08~10,台北縣樹林市鎮前街451~480號
1809,住宅竊盜,1060606,18~20,台北市信義區敦厚里永吉路30巷101弄1~30號
1810,住宅竊盜,1060607,02~04,台北市北投區清江里崇仁路1段131巷10弄1~30號
1811,住宅竊盜,1060607,10~12,台北市南港區南港路3段16巷1弄1~30號
1812,住宅竊盜,1060607,14~16,台北市大同區寧夏路91~120號
1813,住宅竊盜,1060608,18~20,台北市信義區雅祥里松信路31~60號
1814,住宅竊盜,1060610,06~08,台北市中正區富水里思源街1~30號
1815,住宅竊盜,1060610,12~14,台北市南港區重陽路541~570號
1816,住宅竊盜,1060610,18~20,台北市萬華區長沙街2段31~60號
1817,住宅竊盜,1060610,18~20,台北市文山區萬美里010鄰萬美街1段91~120號
1818,住宅竊盜,1060611,00~02,台北縣新店市民族路48巷9弄1~30號
1819,住宅竊盜,1060615,06~08,台北市信義區忠孝東路4段553巷16弄1~30號
1820,住宅竊盜,1060616,14~16,台北市中山區朱崙街31~60號
1821,住宅竊盜,1060616,20~22,台北市中山區龍江路120巷1~30號
1822,住宅竊盜,1060617,06~08,台北市中山區中山北路2段59巷44弄1~30號
1823,住宅竊盜,1060619,00~02,台北市信義區景新里吳興街91~120號
1824,住宅竊盜,1060619,06~08,台北市大安區錦安里潮州街91~120號
1825,住宅竊盜,1060619,06~08,台北市信義區安康里松仁路121~150號
1826,住宅竊盜,1060619,12~14,台北市北投區湖山里紗帽路1~30號
1827,住宅竊盜,1060619,14~16,台北市士林區陽明里光華路26巷1~30號
1828,住宅竊盜,1060619,20~22,台北市士林區社新里延平北路6段261巷1~30號
1829,住宅竊盜,1060620,00~02,台北市中山區天津街61~90號
1830,住宅竊盜,1060620,14~16,台北市大同區延平里民生西路301~330號
1831,住宅竊盜,1060620,14~16,台北縣板橋市幸福路60巷31~60號
1832,住宅竊盜,1060621,08~10,台北市大同區星明里重慶北路2段97巷31~60號
1833,住宅竊盜,1060621,10~12,台北市北投區一德里中央北路4段481~510號
1834,住宅竊盜,1060622,04~06,台北市大同區隆和里延平北路3段66巷1~30號
1835,住宅竊盜,1060623,14~16,台北市信義區雅祥里永吉路61~90號
1836,住宅竊盜,1060624,02~04,台北市士林區天母里中山北路7段141巷26-28號
1837,住宅竊盜,1060624,04~06,台北市中山區吉林路301~330號
1838,住宅竊盜,1060624,06~08,台北市北投區福興里自強街5巷137弄1~30號
1839,住宅竊盜,1060624,14~16,台北市士林區福佳里美崙街62巷1~30號
1840,住宅竊盜,1060624,20~22,台北市北投區清江里新市街24巷61~90號
1841,住宅竊盜,1060625,00~02,台北市中山區龍江路394巷31~60號
1842,住宅竊盜,1060625,00~02,台北市士林區舊佳里19鄰文林路421~450號
1843,住宅竊盜,1060626,00~02,台北縣樹林市柑園街1段181~210號
1844,住宅竊盜,1060626,14~16,台北市大安區通化里通化街19巷1~30號
1845,住宅竊盜,1060626,22~24,台北市文山區萬年里公館街1~30號
1846,住宅竊盜,1060629,00~02,台北市大同區朝陽里重慶北路2段16巷1~30號
1847,住宅竊盜,1060629,02~04,台北市士林區蘭興里文林路661巷39弄1~30號
1848,住宅竊盜,1060629,20~22,台北市內湖區民權東路6段241~270號
1849,住宅竊盜,1060630,06~08,台北市松山區南京東路3段303巷7弄1~30號
1850,住宅竊盜,1060630,10~12,台北市內湖區安康路93巷4弄1~30號
1851,住宅竊盜,1060630,14~16,台北市萬華區西寧南路90巷1~30號
1852,住宅竊盜,1060701,14~16,台北市大安區大學里溫州街61~90號
1853,住宅竊盜,1060702,16~18,台北市士林區三玉里忠誠路2段181~210號
1854,住宅竊盜,1060703,12~14,台北市北投區八仙里大度路怡和巷3弄1~30號
1855,住宅竊盜,1060705,22~24,台北市內湖區內湖路2段235巷1~30號
1856,住宅竊盜,1060706,14~16,台北市萬華區和平西路3段51巷1~30號
1857,住宅竊盜,1060706,16~18,台北市南港區福德街309巷31~60號
1858,住宅竊盜,1060707,00~02,台北市士林區天福里天母東路8巷1~30號
1859,住宅竊盜,1060707,10~12,台北市南港區百福里福德街309巷31~60號
1860,住宅竊盜,1060707,14~16,台北市松山區民權東路3段106巷1~30號
1861,住宅竊盜,1060708,18~20,台北市內湖區星雲街151~180號
1862,住宅竊盜,1060708,22~24,台北市中正區龍福里南昌路1段51巷1~30號
1863,住宅竊盜,1060710,10~12,台北市北投區中央里中央南路1段196巷1~30號
1864,住宅竊盜,1060710,14~16,台北市士林區永倫里倫等街30巷1~30號
1865,住宅竊盜,1060710,22~24,仁孝路407巷61~90號
1866,住宅竊盜,1060711,14~16,台北市士林區承德里後港街20巷1~30號
1867,住宅竊盜,1060712,10~12,台北市大安區龍坡里溫州街18巷1~30號
1868,住宅竊盜,1060712,14~16,台北市中山區龍江路298巷1~30號
1869,住宅竊盜,1060714,02~04,台北市信義區三張里松智路39巷1~30號
1870,住宅竊盜,1060714,20~22,台北市松山區三民路74巷1~30號
1871,住宅竊盜,1060715,00~02,台北市中山區林森北路159巷31~60號
1872,住宅竊盜,1060715,00~02,台北市信義區松山路515巷2弄1~30號
1873,住宅竊盜,1060715,00~02,台北市文山區樟林里002鄰光輝路30巷1~30號
1874,住宅竊盜,1060716,12~14,台北市內湖區內湖路2段481~510號
1875,住宅竊盜,1060716,16~18,台北市士林區天壽里中山北路7段30巷16弄1~30號
1876,住宅竊盜,1060717,08~10,台北市內湖區環山路1段59巷10弄1~30號
1877,住宅竊盜,1060717,08~10,台北市南港區合成里21鄰忠孝東路6段269巷2弄1~30號
1878,住宅竊盜,1060717,08~10,台北市大安區福住里永康街23巷45弄1~30號
1879,住宅竊盜,1060717,08~10,台北市北投區榮華里榮華二路1~30號
1880,住宅竊盜,1060717,10~12,台北市內湖區江南街121~150號
1881,住宅竊盜,1060717,18~20,桃園縣龍潭鄉健行路345巷59弄1~30號
1882,住宅竊盜,1060719,22~24,台北市中山區林森北路107巷61~90號
1883,住宅竊盜,1060720,02~04,台北市士林區福安里延平北路7段106巷132弄1~30號
1884,住宅竊盜,1060720,12~14,台北市中正區河堤里金門街1~30號
1885,住宅竊盜,1060721,10~12,台北市士林區前港里3鄰後港街181~210號
1886,住宅竊盜,1060722,04~06,台北市士林區福華里承德路4段40巷121~150號
1887,住宅竊盜,1060722,04~06,台北市士林區三玉里德行東路129巷1~30號
1888,住宅竊盜,1060723,00~02,台北市北投區中央里大業路280巷1~30號
1889,住宅竊盜,1060723,08~10,台北市萬華區大理街160巷19弄1~30號
1890,住宅竊盜,1060725,10~12,台北市信義區永春里松山路287巷1~30號
1891,住宅竊盜,1060725,12~14,台北市北投區泉源里登山路31~60號
1892,住宅竊盜,1060725,16~18,台北市大安區福住里新生南路2段16巷1~30號
1893,住宅竊盜,1060726,02~04,台北市士林區蘭雅里士東路46巷31~60號
1894,住宅竊盜,1060727,04~06,台北市內湖區五分街72巷1~30號
1895,住宅竊盜,1060727,10~12,台北市士林區菁山里永公路500巷臨70號
1896,住宅竊盜,1060727,16~18,台北市信義區松友里松德路307巷1~30號
1897,住宅竊盜,1060728,06~08,台北市中正區光復里開封街1段106巷1~30號
1898,住宅竊盜,1060731,12~14,台北市松山區延壽街91~120號
1899,住宅竊盜,1060731,20~22,台北市士林區名山里5鄰雨聲街61~90號
1900,住宅竊盜,1060801,00~02,台北市大安區信義路4段99巷31~60號
1901,住宅竊盜,1060801,10~12,台北縣三重市力行路2段136巷1~30號
1902,住宅竊盜,1060802,06~08,台北市松山區八德路4段601~630號
1903,住宅竊盜,1060804,06~08,台北市北投區中心里中和街1~30號
1904,住宅竊盜,1060804,12~14,台北市大安區福住里新生南路2段1~30號
1905,住宅竊盜,1060804,18~20,台北市內湖區民權東路6段190巷75弄1~30號
1906,住宅竊盜,1060806,06~08,台北市內湖區民權東路6段206巷91~120號
1907,住宅竊盜,1060807,10~12,台北市大安區民炤里仁愛路3段24巷1~30號
1908,住宅竊盜,1060807,10~12,台北市中正區河堤里金門街1~30號
1909,住宅竊盜,1060807,12~14,台北市士林區陽明里中庸一路16巷1~30號
1910,住宅竊盜,1060807,22~24,台北市士林區承德里9鄰後港街20巷1~30號
1911,住宅竊盜,1060808,00~02,台北市北投區秀山里中和街502巷14弄1~30號
1912,住宅竊盜,1060808,04~06,台北市萬華區中華路1段91~120號
1913,住宅竊盜,1060808,18~20,台北市士林區仁勇里大南路1~30號
1914,住宅竊盜,1060810,22~24,台北市大安區民輝里建國南路1段31~60號
1915,住宅竊盜,1060811,00~02,台北市大同區永樂里甘谷街1~30號
1916,住宅竊盜,1060811,08~10,台北市中山區南京東路3段89巷15弄2之1~30號
1917,住宅竊盜,1060811,18~20,台北市松山區三民路61~90號
1918,住宅竊盜,1060812,20~22,台北市南港區玉成街225巷1~30號
1919,住宅竊盜,1060814,02~04,台北市內湖區民權東路6段296巷31~60號
1920,住宅竊盜,1060814,06~08,台北市文山區萬興里017鄰指南路2段45巷24弄1~30號
1921,住宅竊盜,1060815,14~16,台北市文山區興昌里9鄰辛亥路4段77巷61~90號
1922,住宅竊盜,1060815,18~20,台北市中正區頂東里南昌路2段202巷1~30號
1923,住宅竊盜,1060815,18~20,台北市大同區延平里重慶北路2段91~120號
1924,住宅竊盜,1060816,02~04,台北市北投區秀山里秀山路60巷1~30號
1925,住宅竊盜,1060817,12~14,台北市士林區德行里中山北路5段811巷1~30號
1926,住宅竊盜,1060817,20~22,台北市信義區雅祥里基隆路1段35巷7弄31~60號
1927,住宅竊盜,1060818,04~06,台北市士林區天祿里士東路91巷26弄1~30號
1928,住宅竊盜,1060818,10~12,台北市中山區北安路825之1~30號
1929,住宅竊盜,1060818,14~16,台北市北投區清江里崇仁路1段136巷1弄1~30號
